ride_id,driver_id,estimated_fare,actual_fare,estimated_distance,actual_distance,otp_verified,complaint,fraud_label
RIDE4459,DRV32,240,373.29,11.32,16.62,True,1,1
RIDE4460,DRV86,592,638.25,4.68,4.93,True,0,0
RIDE4461,DRV30,973,1648.74,8.8,13.88,False,1,1
RIDE4462,DRV78,209,408.47,2.92,3.91,True,1,1
RIDE4463,DRV56,352,318.69,5.44,5.5,True,1,0
RIDE4464,DRV25,215,222.17,18.26,18.42,True,0,0
RIDE4465,DRV54,835,1207.07,8.43,15.15,False,1,1
RIDE4466,DRV62,777,1207.64,16.18,29.11,False,1,1
RIDE4467,DRV63,142,156.83,14.25,14.91,False,1,0
RIDE4468,DRV99,397,403.8,5.57,5.35,True,1,0
RIDE4469,DRV2,319,593.59,1.72,3.21,True,1,1
RIDE4470,DRV21,752,763.59,18.56,17.69,False,0,0
RIDE4471,DRV76,833,889.93,13.06,13.41,True,0,0
RIDE4472,DRV81,190,193.43,7.08,6.82,True,0,0
RIDE4473,DRV99,336,315.5,2.33,2.47,True,0,0
RIDE4474,DRV61,720,1052.23,19.46,37.39,False,1,1
RIDE4475,DRV67,636,729.54,15.8,15.2,True,0,0
RIDE4476,DRV45,474,799.29,1.2,1.84,True,1,1
RIDE4477,DRV64,891,834.51,5.53,5.6,True,0,0
RIDE4478,DRV91,468,965.92,2.55,4.97,True,1,1
RIDE4479,DRV81,435,449.87,2.51,2.64,True,0,0
RIDE4480,DRV93,851,868.5,3.45,3.31,True,1,0
RIDE4481,DRV29,362,757.74,16.37,28.91,True,1,1
RIDE4482,DRV96,363,409.12,12.84,13.29,True,0,0
RIDE4483,DRV89,987,1631.0,16.47,31.05,False,1,1
RIDE4484,DRV24,205,203.29,8.81,8.62,False,0,0
RIDE4485,DRV79,299,317.99,1.95,2.03,False,1,0
RIDE4486,DRV7,342,688.15,19.07,37.34,False,1,1
RIDE4487,DRV2,129,116.87,3.09,3.06,True,0,0
RIDE4488,DRV56,334,370.43,10.37,9.97,True,0,0
RIDE4489,DRV62,130,191.99,11.03,19.31,True,1,1
RIDE4490,DRV69,139,126.94,11.19,11.38,True,0,0
RIDE4491,DRV43,452,494.37,12.52,13.28,True,0,0
RIDE4492,DRV32,620,654.2,1.2,1.18,True,0,0
RIDE4493,DRV13,824,907.47,1.68,1.63,True,1,0
RIDE4494,DRV15,541,587.23,10.54,10.99,True,0,0
RIDE4495,DRV72,881,982.87,2.64,2.54,True,0,0
RIDE4496,DRV66,695,654.43,18.38,19.55,True,0,0
RIDE4497,DRV92,178,182.77,2.93,3.06,True,0,0
RIDE4498,DRV6,721,786.16,6.24,6.04,True,0,0
RIDE4499,DRV47,376,416.09,19.92,19.22,True,0,0
RIDE4500,DRV55,381,350.5,10.66,10.4,True,1,0
RIDE4501,DRV2,100,213.58,16.56,24.12,True,1,1
RIDE4502,DRV87,984,915.9,7.47,7.56,True,1,0
RIDE4503,DRV53,416,803.83,2.5,4.59,True,1,1
RIDE4504,DRV85,775,840.27,18.35,18.8,True,1,0
RIDE4505,DRV68,421,398.08,13.34,14.18,False,0,0
RIDE4506,DRV43,240,235.43,10.91,10.71,True,0,0
RIDE4507,DRV6,773,820.32,19.51,18.98,True,0,0
RIDE4508,DRV61,846,934.76,17.85,17.97,True,0,0
RIDE4509,DRV86,959,893.04,13.76,13.47,True,0,0
RIDE4510,DRV55,602,661.21,17.41,16.85,True,0,0
RIDE4511,DRV48,429,715.73,18.64,25.58,True,1,1
RIDE4512,DRV88,175,171.29,4.48,4.36,True,0,0
RIDE4513,DRV80,159,166.86,9.59,9.75,False,0,0
RIDE4514,DRV65,427,473.15,15.82,15.36,True,1,0
RIDE4515,DRV11,524,1006.82,14.53,24.98,True,1,1
RIDE4516,DRV4,264,426.02,2.82,3.96,True,1,1
RIDE4517,DRV37,269,245.22,10.68,11.21,True,0,0
RIDE4518,DRV45,554,531.51,14.88,15.77,False,0,0
RIDE4519,DRV74,610,875.98,10.47,15.71,True,1,1
RIDE4520,DRV57,460,414.97,17.44,18.5,True,0,0
RIDE4521,DRV63,435,659.21,6.64,9.88,False,1,1
RIDE4522,DRV21,892,866.12,2.54,2.75,True,1,0
RIDE4523,DRV50,431,854.33,18.83,26.0,True,1,1
RIDE4524,DRV46,650,1073.3,15.4,30.08,True,1,1
RIDE4525,DRV55,268,273.39,11.03,10.51,False,0,0
RIDE4526,DRV89,349,351.51,13.03,13.5,True,1,0
RIDE4527,DRV66,965,945.32,7.9,7.62,True,0,0
RIDE4528,DRV38,143,134.82,2.37,2.37,True,0,0
RIDE4529,DRV55,743,1374.26,12.44,24.38,True,1,1
RIDE4530,DRV53,652,737.64,12.33,12.12,True,0,0
RIDE4531,DRV4,169,155.85,4.82,5.13,True,1,0
RIDE4532,DRV63,532,907.93,3.27,5.49,True,1,1
RIDE4533,DRV43,191,179.52,13.92,14.38,True,0,0
RIDE4534,DRV28,877,982.16,4.24,4.57,False,0,0
RIDE4535,DRV86,391,855.3,19.58,29.14,True,1,1
RIDE4536,DRV78,469,425.28,10.72,10.39,True,0,0
RIDE4537,DRV13,768,828.18,16.69,17.18,True,0,0
RIDE4538,DRV5,639,689.7,19.1,18.78,True,0,0
RIDE4539,DRV30,879,979.24,11.99,12.93,False,0,0
RIDE4540,DRV52,237,268.74,6.43,6.46,True,0,0
RIDE4541,DRV21,520,487.32,4.41,4.39,True,1,0
RIDE4542,DRV56,837,787.54,18.14,18.72,False,1,0
RIDE4543,DRV91,894,1898.74,16.32,29.96,True,1,1
RIDE4544,DRV26,932,966.03,8.09,8.31,True,0,0
RIDE4545,DRV29,415,413.14,2.55,2.57,True,1,0
RIDE4546,DRV41,913,1856.36,9.24,14.3,True,1,1
RIDE4547,DRV83,715,660.34,2.87,2.86,False,0,0
RIDE4548,DRV30,280,298.5,4.06,4.32,True,0,0
RIDE4549,DRV82,338,328.03,7.7,7.32,True,0,0
RIDE4550,DRV91,906,915.65,11.96,12.95,True,0,0
RIDE4551,DRV83,313,286.99,18.09,18.21,True,1,0
RIDE4552,DRV39,285,518.54,2.37,4.25,True,1,1
RIDE4553,DRV61,167,172.01,17.93,19.45,True,0,0
RIDE4554,DRV33,952,1065.97,14.98,16.08,True,1,0
RIDE4555,DRV37,681,686.45,14.58,15.57,True,0,0
RIDE4556,DRV41,406,458.95,10.5,10.99,False,1,0
RIDE4557,DRV33,127,125.28,13.7,13.43,True,1,0
RIDE4558,DRV27,452,422.85,11.73,12.84,True,1,0
RIDE4559,DRV93,285,302.34,4.87,5.35,True,0,0
RIDE4560,DRV1,871,1293.15,10.31,17.83,True,1,1
RIDE4561,DRV92,990,935.45,5.65,5.64,True,1,0
RIDE4562,DRV85,678,1405.79,1.56,3.1,True,1,1
RIDE4563,DRV57,429,471.86,3.3,3.43,True,0,0
RIDE4564,DRV46,432,461.18,17.87,18.67,True,0,0
RIDE4565,DRV37,204,228.01,19.28,18.34,True,1,0
RIDE4566,DRV43,787,709.33,13.96,14.4,True,0,0
RIDE4567,DRV72,246,355.29,4.12,7.76,True,1,1
RIDE4568,DRV92,181,187.54,3.25,3.19,True,0,0
RIDE4569,DRV74,698,1232.96,13.12,25.31,True,1,1
RIDE4570,DRV40,225,223.89,15.43,16.06,False,0,0
RIDE4571,DRV1,438,455.66,18.58,19.54,True,0,0
RIDE4572,DRV78,580,529.24,2.28,2.34,True,0,0
RIDE4573,DRV4,164,176.12,15.5,16.58,False,0,0
RIDE4574,DRV90,144,143.29,14.53,14.52,False,0,0
RIDE4575,DRV80,273,247.18,1.19,1.27,True,0,0
RIDE4576,DRV61,131,141.76,14.71,15.08,True,0,0
RIDE4577,DRV22,884,1288.09,11.15,20.18,False,1,1
RIDE4578,DRV50,948,873.64,13.91,15.09,True,0,0
RIDE4579,DRV4,215,195.79,1.58,1.7,False,1,0
RIDE4580,DRV60,714,703.2,4.36,4.69,True,0,0
RIDE4581,DRV71,289,328.14,16.19,16.1,True,1,0
RIDE4582,DRV42,143,137.91,13.25,13.11,True,1,0
RIDE4583,DRV22,907,1531.81,9.21,13.83,False,1,1
RIDE4584,DRV77,882,1009.61,4.25,4.65,True,0,0
RIDE4585,DRV41,124,247.03,6.66,12.54,False,1,1
RIDE4586,DRV78,821,924.19,3.26,3.35,True,0,0
RIDE4587,DRV32,813,886.65,17.51,17.34,True,0,0
RIDE4588,DRV91,698,745.52,19.1,18.57,True,0,0
RIDE4589,DRV10,109,108.65,12.14,12.51,True,0,0
RIDE4590,DRV28,640,1226.83,6.53,11.41,True,1,1
RIDE4591,DRV13,106,113.59,13.84,13.56,True,0,0
RIDE4592,DRV47,360,391.2,15.72,16.35,False,1,0
RIDE4593,DRV12,190,213.7,18.75,20.33,True,0,0
RIDE4594,DRV19,816,1220.84,14.63,20.44,True,1,1
RIDE4595,DRV28,767,703.13,15.82,15.49,True,1,0
RIDE4596,DRV30,818,757.69,12.85,13.63,True,0,0
RIDE4597,DRV8,777,860.59,4.22,4.11,True,1,0
RIDE4598,DRV94,714,762.44,1.7,1.75,True,0,0
RIDE4599,DRV72,528,477.81,14.23,14.45,False,1,0
RIDE4600,DRV61,840,961.25,7.46,7.37,True,0,0
RIDE4601,DRV55,459,502.06,1.71,1.83,True,0,0
RIDE4602,DRV55,963,1010.38,16.27,16.05,False,0,0
RIDE4603,DRV4,758,815.64,1.81,1.96,True,0,0
RIDE4604,DRV65,170,158.52,1.56,1.71,False,0,0
RIDE4605,DRV81,291,314.99,14.12,15.5,True,0,0
RIDE4606,DRV88,665,681.67,9.69,9.64,False,0,0
RIDE4607,DRV63,584,533.74,17.79,17.47,True,0,0
RIDE4608,DRV83,396,390.29,1.22,1.3,True,0,0
RIDE4609,DRV44,506,514.07,14.2,15.1,False,0,0
RIDE4610,DRV8,420,424.28,19.13,20.13,True,0,0
RIDE4611,DRV14,730,756.78,2.57,2.82,True,0,0
RIDE4612,DRV74,661,644.41,3.94,3.82,True,0,0
RIDE4613,DRV87,643,614.91,11.99,11.55,True,0,0
RIDE4614,DRV70,641,1406.79,10.27,15.48,False,1,1
RIDE4615,DRV54,471,454.92,1.75,1.73,True,0,0
RIDE4616,DRV14,121,130.37,6.17,5.98,False,0,0
RIDE4617,DRV65,548,618.25,3.52,3.64,True,0,0
RIDE4618,DRV99,716,669.75,19.62,18.84,False,0,0
RIDE4619,DRV87,872,978.66,10.35,11.38,False,0,0
RIDE4620,DRV73,742,741.19,17.03,16.92,True,0,0
RIDE4621,DRV30,562,553.61,12.1,12.94,False,0,0
RIDE4622,DRV40,521,537.36,11.63,12.43,True,0,0
RIDE4623,DRV82,476,494.78,6.93,6.62,True,1,0
RIDE4624,DRV35,534,556.56,12.24,12.76,True,0,0
RIDE4625,DRV95,922,1045.23,3.2,3.4,True,1,0
RIDE4626,DRV83,451,433.84,5.54,5.76,False,0,0
RIDE4627,DRV85,322,305.8,2.71,2.96,True,0,0
RIDE4628,DRV88,977,1762.08,7.69,14.3,True,1,1
RIDE4629,DRV23,336,589.26,9.81,19.24,False,1,1
RIDE4630,DRV64,802,891.95,7.42,8.01,True,0,0
RIDE4631,DRV3,860,1707.4,18.98,28.54,True,1,1
RIDE4632,DRV54,577,619.71,10.3,10.24,True,1,0
RIDE4633,DRV30,979,1110.56,1.92,1.95,False,0,0
RIDE4634,DRV89,830,756.04,5.08,4.93,True,0,0
RIDE4635,DRV8,976,1016.69,7.4,7.55,True,0,0
RIDE4636,DRV79,603,655.81,15.03,16.47,True,0,0
RIDE4637,DRV44,418,404.6,1.03,1.01,True,0,0
RIDE4638,DRV41,988,2155.65,4.8,7.5,True,1,1
RIDE4639,DRV72,212,241.69,9.71,9.36,True,0,0
RIDE4640,DRV73,874,1810.98,3.05,4.42,False,1,1
RIDE4641,DRV65,373,337.17,7.04,7.29,True,0,0
RIDE4642,DRV83,168,353.7,9.57,13.87,True,1,1
RIDE4643,DRV86,400,433.78,4.25,4.58,True,0,0
RIDE4644,DRV10,877,911.01,12.37,12.8,False,0,0
RIDE4645,DRV37,197,194.33,7.57,7.65,True,0,0
RIDE4646,DRV64,185,205.8,12.06,12.15,True,0,0
RIDE4647,DRV73,159,157.88,6.77,6.49,False,0,0
RIDE4648,DRV70,851,973.78,14.28,15.28,True,0,0
RIDE4649,DRV43,915,950.88,1.7,1.76,False,1,0
RIDE4650,DRV72,102,114.36,6.22,6.68,True,1,0
RIDE4651,DRV37,911,837.44,7.65,7.7,True,0,0
RIDE4652,DRV25,746,816.06,1.65,1.6,False,0,0
RIDE4653,DRV65,234,248.02,17.43,18.32,True,1,0
RIDE4654,DRV16,308,519.37,9.35,12.29,True,1,1
RIDE4655,DRV49,908,1900.97,3.97,5.45,True,1,1
RIDE4656,DRV92,879,925.07,16.16,15.59,False,0,0
RIDE4657,DRV8,209,234.71,10.84,11.01,True,1,0
RIDE4658,DRV28,242,467.25,14.69,23.25,True,1,1
RIDE4659,DRV38,205,227.09,3.82,3.93,False,0,0
RIDE4660,DRV49,272,274.84,14.53,15.85,False,0,0
RIDE4661,DRV65,182,180.8,4.06,3.94,False,0,0
RIDE4662,DRV47,781,1458.66,5.21,9.56,True,1,1
RIDE4663,DRV12,923,903.46,1.76,1.84,True,0,0
RIDE4664,DRV82,793,1411.91,10.85,19.44,True,1,1
RIDE4665,DRV2,929,841.36,7.1,7.17,True,0,0
RIDE4666,DRV43,226,220.3,3.54,3.55,False,0,0
RIDE4667,DRV100,827,801.99,13.75,13.2,False,0,0
RIDE4668,DRV98,246,254.13,12.39,13.35,True,1,0
RIDE4669,DRV2,964,927.95,6.97,7.01,False,0,0
RIDE4670,DRV82,450,459.3,6.34,6.53,True,0,0
RIDE4671,DRV49,311,280.54,18.38,19.66,True,0,0
RIDE4672,DRV49,586,561.94,12.61,12.38,True,0,0
RIDE4673,DRV78,686,633.23,14.7,14.76,True,0,0
RIDE4674,DRV81,318,311.76,6.99,7.6,False,1,0
RIDE4675,DRV98,957,926.0,16.84,17.98,True,1,0
RIDE4676,DRV32,441,443.71,18.5,19.82,True,1,0
RIDE4677,DRV27,348,332.86,16.13,16.31,True,0,0
RIDE4678,DRV82,371,413.53,7.81,7.88,True,0,0
RIDE4679,DRV6,932,901.92,1.96,2.14,True,0,0
RIDE4680,DRV64,619,604.94,7.42,7.97,True,0,0
RIDE4681,DRV79,929,1022.46,3.15,3.22,True,0,0
RIDE4682,DRV100,583,637.45,9.44,10.19,True,0,0
RIDE4683,DRV21,643,677.24,13.96,14.12,True,1,0
RIDE4684,DRV87,637,1194.97,4.44,5.99,True,1,1
RIDE4685,DRV29,269,255.1,2.8,2.84,True,0,0
RIDE4686,DRV54,139,149.16,14.57,15.26,True,0,0
RIDE4687,DRV40,427,390.48,18.8,17.97,True,0,0
RIDE4688,DRV41,695,709.52,2.78,2.84,True,0,0
RIDE4689,DRV10,218,305.66,16.93,27.65,False,1,1
RIDE4690,DRV87,485,1011.98,10.3,14.4,True,1,1
RIDE4691,DRV68,250,246.03,17.39,17.94,True,0,0
RIDE4692,DRV99,635,696.0,14.48,14.33,False,0,0
RIDE4693,DRV62,407,410.2,12.76,13.86,True,1,0
RIDE4694,DRV7,378,401.51,8.55,9.34,False,0,0
RIDE4695,DRV40,938,1017.9,1.23,1.3,True,0,0
RIDE4696,DRV85,823,784.4,9.92,10.31,True,0,0
RIDE4697,DRV37,345,335.51,9.47,9.85,True,0,0
RIDE4698,DRV54,243,462.73,8.06,11.14,True,1,1
RIDE4699,DRV61,175,266.84,6.73,10.35,True,1,1
RIDE4700,DRV13,461,425.94,1.87,2.04,False,0,0
RIDE4701,DRV54,667,656.16,12.54,12.0,True,1,0
RIDE4702,DRV25,239,242.97,10.83,10.79,True,1,0
RIDE4703,DRV99,522,497.02,17.67,17.33,True,0,0
RIDE4704,DRV76,128,116.31,16.9,17.7,True,1,0
RIDE4705,DRV66,144,136.92,18.41,19.9,True,0,0
RIDE4706,DRV61,182,186.41,17.77,16.89,False,0,0
RIDE4707,DRV93,361,375.43,14.89,14.23,False,0,0
RIDE4708,DRV48,102,97.39,18.7,18.73,True,0,0
RIDE4709,DRV88,617,1290.89,1.74,2.77,True,1,1
RIDE4710,DRV5,196,215.27,10.92,11.55,True,0,0
RIDE4711,DRV63,776,1537.68,6.71,9.37,False,1,1
RIDE4712,DRV66,968,945.66,10.1,10.6,True,1,0
RIDE4713,DRV11,801,830.67,5.0,4.92,True,1,0
RIDE4714,DRV89,777,864.84,14.1,14.03,True,0,0
RIDE4715,DRV95,388,406.65,11.06,11.16,True,0,0
RIDE4716,DRV7,503,545.9,11.55,11.02,True,0,0
RIDE4717,DRV90,437,825.25,20.0,32.27,True,1,1
RIDE4718,DRV96,784,771.06,8.99,8.75,True,1,0
RIDE4719,DRV80,470,457.24,15.06,16.48,True,0,0
RIDE4720,DRV74,309,294.42,2.73,2.85,True,0,0
RIDE4721,DRV95,895,1004.89,18.81,18.84,True,0,0
RIDE4722,DRV71,122,248.77,14.38,19.72,False,1,1
RIDE4723,DRV89,977,882.81,19.37,20.37,True,1,0
RIDE4724,DRV40,840,895.4,7.9,8.66,True,1,0
RIDE4725,DRV100,109,177.11,10.29,15.67,False,1,1
RIDE4726,DRV73,556,1076.53,15.35,25.09,True,1,1
RIDE4727,DRV68,358,539.15,5.73,10.98,True,1,1
RIDE4728,DRV27,350,506.93,9.41,18.13,True,1,1
RIDE4729,DRV36,969,1112.95,8.8,8.59,True,0,0
RIDE4730,DRV7,699,731.22,4.98,4.82,False,0,0
RIDE4731,DRV10,999,1802.08,11.2,16.79,False,1,1
RIDE4732,DRV92,813,902.74,10.67,10.93,True,0,0
RIDE4733,DRV30,509,959.67,12.49,16.32,False,1,1
RIDE4734,DRV1,332,301.17,18.47,18.11,True,0,0
RIDE4735,DRV4,276,276.88,17.4,17.45,True,1,0
RIDE4736,DRV44,626,888.69,7.61,14.05,True,1,1
RIDE4737,DRV32,955,1068.23,9.1,9.96,False,0,0
RIDE4738,DRV43,469,461.34,4.67,4.47,False,0,0
RIDE4739,DRV69,318,364.87,5.18,5.49,True,0,0
RIDE4740,DRV88,286,292.16,14.44,15.12,True,0,0
RIDE4741,DRV51,846,799.85,6.55,7.12,True,0,0
RIDE4742,DRV68,748,768.94,4.49,4.7,False,1,0
RIDE4743,DRV71,749,684.76,6.22,6.19,True,0,0
RIDE4744,DRV90,183,178.29,15.48,16.24,True,0,0
RIDE4745,DRV44,765,775.4,18.49,19.45,True,1,0
RIDE4746,DRV21,997,1818.13,17.26,33.7,True,1,1
RIDE4747,DRV83,868,787.01,1.83,1.81,True,0,0
RIDE4748,DRV23,299,305.99,6.88,6.85,True,0,0
RIDE4749,DRV61,942,933.03,4.62,4.73,False,0,0
RIDE4750,DRV79,976,1543.09,18.29,32.02,True,1,1
RIDE4751,DRV9,792,855.53,4.94,4.83,False,1,0
RIDE4752,DRV85,467,466.98,14.79,15.25,True,0,0
RIDE4753,DRV58,569,541.28,17.79,16.9,True,0,0
RIDE4754,DRV46,311,467.01,17.27,33.75,True,1,1
RIDE4755,DRV34,922,904.89,11.71,11.27,False,1,0
RIDE4756,DRV35,856,837.19,17.52,17.21,True,1,0
RIDE4757,DRV10,367,362.76,5.9,6.15,True,0,0
RIDE4758,DRV96,204,213.77,17.92,19.49,True,0,0
RIDE4759,DRV5,389,731.13,19.37,36.62,True,1,1
RIDE4760,DRV22,576,562.33,15.4,14.72,True,1,0
RIDE4761,DRV95,300,320.95,12.51,13.06,False,1,0
RIDE4762,DRV29,309,338.63,14.28,15.54,True,0,0
RIDE4763,DRV34,424,911.72,8.76,15.32,True,1,1
RIDE4764,DRV27,329,300.5,3.35,3.62,False,1,0
RIDE4765,DRV50,888,830.7,5.26,5.04,True,0,0
RIDE4766,DRV18,280,315.96,13.67,14.23,False,0,0
RIDE4767,DRV15,714,786.24,10.48,11.07,True,0,0
RIDE4768,DRV44,998,1045.2,17.37,18.65,True,0,0
RIDE4769,DRV15,402,565.48,3.89,7.42,True,1,1
RIDE4770,DRV44,161,145.84,19.92,19.12,True,0,0
RIDE4771,DRV17,908,1517.97,14.72,27.35,True,1,1
RIDE4772,DRV14,531,607.94,17.5,17.34,False,1,0
RIDE4773,DRV90,972,1033.85,1.05,1.12,True,0,0
RIDE4774,DRV11,671,766.47,8.0,8.07,False,0,0
RIDE4775,DRV48,981,1913.65,11.0,14.73,True,1,1
RIDE4776,DRV8,630,704.41,8.62,8.29,True,0,0
RIDE4777,DRV55,495,562.59,6.66,7.09,True,0,0
RIDE4778,DRV71,656,638.07,9.85,10.68,False,0,0
RIDE4779,DRV47,310,329.91,6.22,6.24,False,0,0
RIDE4780,DRV5,129,237.9,7.65,13.07,True,1,1
RIDE4781,DRV58,712,679.73,13.89,14.35,True,0,0
RIDE4782,DRV25,727,697.75,3.7,3.98,True,0,0
RIDE4783,DRV39,507,919.93,1.78,2.97,True,1,1
RIDE4784,DRV8,126,122.81,15.41,14.75,True,1,0
RIDE4785,DRV94,351,758.95,15.35,23.85,True,1,1
RIDE4786,DRV80,934,920.49,3.69,3.89,True,0,0
RIDE4787,DRV22,336,332.21,17.06,17.51,True,0,0
RIDE4788,DRV99,687,718.75,7.77,7.79,True,0,0
RIDE4789,DRV12,831,909.51,3.93,4.12,True,0,0
RIDE4790,DRV81,389,431.98,2.82,2.7,True,0,0
RIDE4791,DRV32,326,506.02,18.28,35.81,True,1,1
RIDE4792,DRV98,917,929.49,14.81,14.47,True,0,0
RIDE4793,DRV13,559,631.31,7.87,8.49,True,0,0
RIDE4794,DRV40,863,852.13,7.14,6.87,True,0,0
RIDE4795,DRV2,227,239.94,7.75,7.74,False,0,0
RIDE4796,DRV66,523,550.8,8.3,8.99,True,0,0
RIDE4797,DRV26,781,824.69,13.54,14.22,False,0,0
RIDE4798,DRV78,166,171.52,6.07,6.22,True,0,0
RIDE4799,DRV35,766,742.11,15.83,15.98,True,1,0
RIDE4800,DRV42,254,232.86,8.08,7.74,True,0,0
RIDE4801,DRV66,909,825.03,9.21,9.18,True,1,0
RIDE4802,DRV22,848,879.4,14.57,14.78,True,0,0
RIDE4803,DRV66,289,260.96,5.15,5.01,False,0,0
RIDE4804,DRV45,454,421.67,11.91,11.46,False,0,0
RIDE4805,DRV57,359,394.43,8.38,8.74,True,0,0
RIDE4806,DRV98,524,846.46,8.63,16.78,True,1,1
RIDE4807,DRV4,219,224.36,17.47,18.87,False,1,0
RIDE4808,DRV76,914,855.24,3.84,3.8,True,0,0
RIDE4809,DRV28,602,550.24,18.83,20.23,True,1,0
RIDE4810,DRV20,385,407.26,2.95,2.87,True,0,0
RIDE4811,DRV19,682,660.14,18.12,19.16,True,0,0
RIDE4812,DRV16,428,427.81,3.9,3.73,False,0,0
RIDE4813,DRV88,837,961.71,13.27,12.64,True,0,0
RIDE4814,DRV66,688,788.1,3.81,3.88,True,0,0
RIDE4815,DRV19,487,943.77,6.73,13.05,True,1,1
RIDE4816,DRV57,802,748.16,9.35,9.46,True,0,0
RIDE4817,DRV34,508,581.89,8.66,8.53,False,0,0
RIDE4818,DRV78,273,554.35,3.32,5.08,True,1,1
RIDE4819,DRV41,294,332.92,15.55,15.29,True,0,0
RIDE4820,DRV20,648,670.38,18.94,18.64,False,0,0
RIDE4821,DRV49,445,427.2,4.84,5.02,True,0,0
RIDE4822,DRV15,261,288.23,7.15,7.29,True,0,0
RIDE4823,DRV78,907,980.81,13.66,14.38,True,0,0
RIDE4824,DRV35,232,402.79,15.47,22.4,True,1,1
RIDE4825,DRV50,802,827.46,13.62,14.52,True,0,0
RIDE4826,DRV99,504,1088.56,18.74,34.0,False,1,1
RIDE4827,DRV54,627,629.59,16.14,16.72,True,0,0
RIDE4828,DRV36,729,728.32,17.15,16.96,True,1,0
RIDE4829,DRV82,787,790.75,12.94,13.0,True,0,0
RIDE4830,DRV46,733,738.23,8.71,9.15,True,0,0
RIDE4831,DRV17,592,654.1,9.83,10.11,True,0,0
RIDE4832,DRV91,306,331.67,1.8,1.96,True,0,0
RIDE4833,DRV29,971,935.88,16.8,18.35,False,1,0
RIDE4834,DRV46,750,1275.74,2.38,4.59,True,1,1
RIDE4835,DRV71,128,278.03,6.56,12.56,True,1,1
RIDE4836,DRV91,688,658.73,6.11,6.01,False,0,0
RIDE4837,DRV90,508,576.4,11.52,11.7,True,1,0
RIDE4838,DRV38,664,613.49,6.16,6.42,True,1,0
RIDE4839,DRV10,696,648.86,2.1,2.1,True,0,0
RIDE4840,DRV8,287,300.41,3.72,3.66,True,0,0
RIDE4841,DRV82,524,579.01,3.07,3.29,True,1,0
RIDE4842,DRV52,348,333.05,16.21,17.24,True,0,0
RIDE4843,DRV82,710,707.24,14.89,15.5,True,0,0
RIDE4844,DRV5,144,277.16,11.85,16.49,True,1,1
RIDE4845,DRV85,960,1015.08,8.52,9.37,True,0,0
RIDE4846,DRV21,777,1691.52,15.55,30.92,True,1,1
RIDE4847,DRV44,268,407.09,18.54,34.81,True,1,1
RIDE4848,DRV32,989,1004.91,10.73,10.69,True,0,0
RIDE4849,DRV18,829,807.08,16.61,17.14,True,0,0
RIDE4850,DRV4,857,858.25,8.3,8.58,True,1,0
RIDE4851,DRV60,718,677.88,19.15,20.82,True,0,0
RIDE4852,DRV1,671,731.53,11.19,11.49,False,0,0
RIDE4853,DRV28,898,1456.31,15.92,27.87,True,1,1
RIDE4854,DRV40,910,893.45,5.69,6.17,True,0,0
RIDE4855,DRV56,672,760.23,14.87,14.74,True,0,0
RIDE4856,DRV48,895,1482.27,18.4,27.18,False,1,1
RIDE4857,DRV64,544,973.11,4.2,7.26,True,1,1
RIDE4858,DRV16,830,880.35,1.73,1.68,False,0,0
RIDE4859,DRV47,232,246.11,3.95,3.91,True,0,0
RIDE4860,DRV36,100,215.28,12.52,18.39,True,1,1
RIDE4861,DRV5,330,297.75,9.62,10.47,True,0,0
RIDE4862,DRV65,616,643.14,7.22,6.88,True,0,0
RIDE4863,DRV57,857,772.78,11.24,11.74,True,0,0
RIDE4864,DRV58,910,860.46,13.77,13.62,True,0,0
RIDE4865,DRV36,548,1050.65,10.59,21.0,True,1,1
RIDE4866,DRV1,821,933.49,10.25,9.77,False,1,0
RIDE4867,DRV36,826,854.33,7.33,7.75,False,0,0
RIDE4868,DRV49,492,856.8,7.26,11.05,True,1,1
RIDE4869,DRV78,424,784.86,6.77,11.83,True,1,1
RIDE4870,DRV10,236,250.45,5.46,5.81,False,0,0
RIDE4871,DRV93,190,180.91,11.97,12.17,True,0,0
RIDE4872,DRV42,119,132.47,5.52,5.42,False,0,0
RIDE4873,DRV32,446,466.72,9.17,9.62,True,1,0
RIDE4874,DRV67,134,195.1,18.6,26.82,False,1,1
RIDE4875,DRV14,365,334.72,11.28,11.18,True,0,0
RIDE4876,DRV51,912,947.57,4.36,4.53,False,0,0
RIDE4877,DRV25,614,965.86,4.87,8.62,True,1,1
RIDE4878,DRV53,680,671.6,14.61,15.74,True,0,0
RIDE4879,DRV52,850,899.94,6.81,6.83,False,1,0
RIDE4880,DRV14,829,752.99,9.2,9.2,True,0,0
RIDE4881,DRV2,735,821.83,8.94,9.32,True,1,0
RIDE4882,DRV63,234,347.34,1.95,3.9,True,1,1
RIDE4883,DRV35,655,1008.08,6.22,11.54,True,1,1
RIDE4884,DRV32,759,745.12,15.1,15.07,False,0,0
RIDE4885,DRV65,130,142.77,16.81,18.0,True,0,0
RIDE4886,DRV91,354,373.54,10.33,10.09,True,0,0
RIDE4887,DRV80,514,578.15,7.61,7.23,True,0,0
RIDE4888,DRV21,724,710.45,18.86,20.23,True,1,0
RIDE4889,DRV43,965,1102.82,15.91,15.58,True,0,0
RIDE4890,DRV31,215,218.85,17.72,18.46,True,0,0
RIDE4891,DRV65,880,1899.42,16.47,32.68,True,1,1
RIDE4892,DRV98,717,775.93,1.27,1.33,True,0,0
